tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitSteps
1042.00,gneE8_0,45.25,13.75,300.00,0.00,-gneE14_0,5.10,0.00,tripinfo_300,742.00,300,0,486.06,1.00,705.49,DEFAULT_VEHTYPE,,662
1043.00,gneE11_0,45.25,12.80,894.00,0.00,1/2to1/1_0,5.10,0.00,tripinfo_894,149.00,894,0,331.43,1.00,124.00,DEFAULT_VEHTYPE,,95
1043.00,-gneE22_0,45.25,12.95,436.00,0.00,-gneE5_0,5.10,0.00,tripinfo_436,607.00,436,0,386.72,1.00,578.49,DEFAULT_VEHTYPE,,484
1044.00,gneE11_0,45.25,13.26,366.00,0.00,-gneE5_0,5.10,0.00,tripinfo_366,678.00,366,0,486.72,1.00,642.46,DEFAULT_VEHTYPE,,515
1044.00,gneE9_0,45.25,12.71,303.00,0.00,-gneE14_0,5.10,0.00,tripinfo_303,741.00,303,0,490.40,1.00,705.07,DEFAULT_VEHTYPE,,653
1046.00,gneE8_0,45.25,13.61,548.00,185.00,-gneE14_0,5.10,0.00,tripinfo_363,498.00,363,0,486.06,1.00,462.11,DEFAULT_VEHTYPE,,415
1047.00,gneE12_0,45.25,12.92,518.00,51.00,0/1to0/0_0,5.10,0.00,tripinfo_467,529.00,467,0,340.97,1.00,503.29,DEFAULT_VEHTYPE,,397
1048.00,gneE11_0,45.25,13.46,228.00,0.00,-gneE13_0,5.10,0.00,tripinfo_228,820.00,228,0,290.40,1.00,798.58,DEFAULT_VEHTYPE,,714
1049.00,gneE9_0,45.25,12.65,643.00,0.00,gneE22_0,5.10,0.00,tripinfo_643,406.00,643,0,390.40,1.00,376.96,DEFAULT_VEHTYPE,,351
1050.00,gneE5_0,45.25,13.04,472.00,0.00,0/0to1/0_0,5.10,0.00,tripinfo_472,578.00,472,0,424.22,1.00,546.19,DEFAULT_VEHTYPE,,469
1051.00,gneE9_0,45.25,13.73,728.00,250.00,gneE23_0,5.10,0.00,tripinfo_478,323.00,478,0,386.18,1.00,293.78,DEFAULT_VEHTYPE,,264
1052.00,-gneE22_0,45.25,12.97,768.00,2.00,gneE22_0,5.10,0.00,tripinfo_766,284.00,766,0,281.50,1.00,263.07,DEFAULT_VEHTYPE,,214
1052.00,gneE11_0,45.25,12.79,856.00,0.00,0/0to1/0_0,5.10,0.00,tripinfo_856,196.00,856,0,235.65,1.00,178.75,DEFAULT_VEHTYPE,,128
1053.00,1/2to2/2_0,90.50,9.97,333.00,0.00,-gneE11_0,5.10,0.00,tripinfo_333,720.00,333,0,425.09,1.00,688.15,DEFAULT_VEHTYPE,,607
1054.00,gneE9_0,45.25,13.58,731.00,236.00,gneE23_0,5.10,0.00,tripinfo_495,323.00,495,0,386.18,1.00,294.26,DEFAULT_VEHTYPE,,261
1054.00,gneE5_0,45.25,13.39,589.00,0.00,gneE22_0,5.10,0.00,tripinfo_589,465.00,589,0,381.84,1.00,435.46,DEFAULT_VEHTYPE,,375
1054.00,gneE12_0,45.25,13.24,569.00,155.00,-gneE14_0,5.10,0.00,tripinfo_414,485.00,414,0,290.40,1.00,463.71,DEFAULT_VEHTYPE,,419
1056.00,gneE13_0,45.25,13.77,554.00,96.00,-gneE12_0,5.10,0.00,tripinfo_458,502.00,458,0,294.90,1.00,480.44,DEFAULT_VEHTYPE,,422
1056.00,gneE11_0,45.25,13.65,821.00,5.00,gneE22_0,5.10,0.00,tripinfo_816,235.00,816,0,185.90,1.00,221.15,DEFAULT_VEHTYPE,,199
1057.00,-gneE22_0,45.25,13.40,737.00,416.00,-gneE13_0,5.10,0.00,tripinfo_321,320.00,321,0,190.40,1.00,305.43,DEFAULT_VEHTYPE,,284
1057.00,-gneE19_0,45.25,12.74,817.00,246.00,-gneE5_0,5.10,0.00,tripinfo_571,240.00,571,0,190.68,1.00,224.86,DEFAULT_VEHTYPE,,215
1058.00,1/0to2/0_0,90.50,13.25,563.00,79.00,-gneE12_0,5.10,0.00,tripinfo_484,495.00,484,0,233.06,1.00,476.97,DEFAULT_VEHTYPE,,440
1058.00,-gneE23_0,45.25,13.13,415.00,0.00,-gneE12_0,5.10,0.00,tripinfo_415,643.00,415,0,386.18,1.00,614.42,DEFAULT_VEHTYPE,,532
1058.00,gneE12_0,45.25,13.09,398.00,0.00,-gneE5_0,5.10,0.00,tripinfo_398,660.00,398,0,491.22,1.00,623.93,DEFAULT_VEHTYPE,,524
1060.00,gneE12_0,45.25,13.02,547.00,151.00,gneE23_0,5.10,0.00,tripinfo_396,513.00,396,0,391.22,1.00,484.19,DEFAULT_VEHTYPE,,423
1060.00,gneE14_0,45.25,12.79,566.00,169.00,-gneE14_0,5.10,0.00,tripinfo_397,494.00,397,0,287.81,1.00,472.48,DEFAULT_VEHTYPE,,411
1061.00,gneE9_0,45.25,12.86,680.00,0.00,gneE22_0,5.10,0.00,tripinfo_680,381.00,680,0,390.40,1.00,351.92,DEFAULT_VEHTYPE,,317
1061.00,gneE13_0,45.25,13.78,536.00,22.00,0/2to0/1_0,5.10,0.00,tripinfo_514,525.00,514,0,235.65,1.00,507.63,DEFAULT_VEHTYPE,,441
1061.00,-gneE19_0,45.25,13.58,782.00,3.00,0/1to0/2_0,5.10,0.00,tripinfo_779,279.00,779,0,231.43,1.00,261.40,DEFAULT_VEHTYPE,,241
1062.00,-gneE23_0,45.25,13.83,765.00,0.00,gneE22_0,5.10,0.00,tripinfo_765,297.00,765,0,281.96,1.00,275.50,DEFAULT_VEHTYPE,,220
1063.00,0/0to0/1_0,90.50,11.70,375.00,0.00,-gneE7_0,5.10,0.00,tripinfo_375,688.00,375,0,333.34,1.00,663.30,DEFAULT_VEHTYPE,,563
1063.00,gneE8_0,45.25,13.44,662.00,0.00,1/1to1/0_0,5.10,0.00,tripinfo_662,401.00,662,0,424.22,1.00,369.52,DEFAULT_VEHTYPE,,328
1063.00,gneE11_0,45.25,13.40,551.00,135.00,gneE23_0,5.10,0.00,tripinfo_416,512.00,416,0,386.72,1.00,483.74,DEFAULT_VEHTYPE,,422
1065.00,-gneE19_0,45.25,13.44,245.00,0.00,-gneE13_0,5.10,0.00,tripinfo_245,820.00,245,0,380.12,1.00,790.46,DEFAULT_VEHTYPE,,720
1065.00,gneE8_0,45.25,13.05,737.00,1.00,gneE22_0,5.10,0.00,tripinfo_736,328.00,736,0,386.06,1.00,299.25,DEFAULT_VEHTYPE,,265
1066.00,gneE13_0,45.25,12.70,730.00,458.00,-gneE13_0,5.10,0.00,tripinfo_272,336.00,272,0,277.25,1.00,314.53,DEFAULT_VEHTYPE,,254
1066.00,-gneE22_0,45.25,13.44,729.00,156.00,-gneE12_0,5.10,0.00,tripinfo_573,337.00,573,0,190.68,1.00,322.62,DEFAULT_VEHTYPE,,290
1066.00,gneE14_0,45.25,13.12,913.00,2.00,1/0to0/0_0,5.10,0.00,tripinfo_911,153.00,911,0,135.81,1.00,142.55,DEFAULT_VEHTYPE,,117
1067.00,gneE12_0,45.25,12.85,727.00,225.00,-gneE14_0,5.10,0.00,tripinfo_502,340.00,502,0,290.40,1.00,318.50,DEFAULT_VEHTYPE,,284
1068.00,0/2to0/1_0,90.50,4.91,462.00,79.00,gneE22_0,5.10,0.00,tripinfo_383,606.00,383,0,426.75,1.00,574.12,DEFAULT_VEHTYPE,,500
1069.00,1/2to1/1_0,90.50,13.28,278.00,20.00,-gneE13_0,5.10,0.00,tripinfo_258,791.00,258,0,425.09,1.00,759.22,DEFAULT_VEHTYPE,,688
1070.00,-gneE19_0,45.25,13.42,841.00,0.00,0/1to0/2_0,5.10,0.00,tripinfo_841,229.00,841,0,231.43,1.00,211.41,DEFAULT_VEHTYPE,,188
1083.00,1/1to0/1_0,90.50,5.89,447.00,0.00,1/1to2/1_0,5.10,0.00,tripinfo_447,636.00,447,0,278.31,1.00,615.13,DEFAULT_VEHTYPE,,575
1087.00,-gneE19_0,45.25,12.94,551.00,95.00,-gneE12_0,5.10,0.00,tripinfo_456,536.00,456,0,390.40,1.00,506.77,DEFAULT_VEHTYPE,,455
1087.00,-gneE20_0,45.25,13.17,572.00,155.00,-gneE14_0,5.10,0.00,tripinfo_417,515.00,417,0,390.40,1.00,485.77,DEFAULT_VEHTYPE,,443
1088.00,1/1to0/1_0,90.50,9.44,462.00,0.00,gneE20_0,5.10,0.00,tripinfo_462,626.00,462,0,240.15,1.00,607.92,DEFAULT_VEHTYPE,,565
1088.00,-gneE19_0,45.25,12.71,338.00,0.00,-gneE11_0,5.10,0.00,tripinfo_338,750.00,338,0,384.34,1.00,721.52,DEFAULT_VEHTYPE,,644
1088.00,-gneE20_0,45.25,12.79,592.00,0.00,gneE20_0,5.10,0.00,tripinfo_592,496.00,592,0,287.81,1.00,474.44,DEFAULT_VEHTYPE,,454
1114.00,-gneE20_0,45.25,13.71,805.00,71.00,2/0to1/0_0,5.10,0.00,tripinfo_734,309.00,734,0,331.15,1.00,284.07,DEFAULT_VEHTYPE,,250
1130.00,0/1to0/0_0,90.50,7.31,734.00,461.00,-gneE13_0,5.10,0.00,tripinfo_273,396.00,273,0,227.00,1.00,378.71,DEFAULT_VEHTYPE,,324
1132.00,gneE14_0,45.25,13.10,401.00,0.00,-gneE7_0,5.10,0.00,tripinfo_401,731.00,401,0,294.90,1.00,710.06,DEFAULT_VEHTYPE,,646
1132.00,gneE7_0,45.25,12.88,688.00,0.00,gneE22_0,5.10,0.00,tripinfo_688,444.00,688,0,386.18,1.00,414.76,DEFAULT_VEHTYPE,,363
1132.00,gneE12_0,45.25,13.35,832.00,0.00,gneE22_0,5.10,0.00,tripinfo_832,300.00,832,0,190.40,1.00,285.47,DEFAULT_VEHTYPE,,258
1133.00,gneE13_0,45.25,12.65,409.00,0.00,gneE19_0,5.10,0.00,tripinfo_409,724.00,409,0,386.72,1.00,695.13,DEFAULT_VEHTYPE,,625
1134.00,gneE12_0,45.25,13.69,1023.00,92.00,1/0to1/1_0,5.10,0.00,tripinfo_931,111.00,931,0,328.84,1.00,85.77,DEFAULT_VEHTYPE,,67
1134.00,gneE5_0,45.25,13.41,697.00,0.00,gneE22_0,5.10,0.00,tripinfo_697,437.00,697,0,381.84,1.00,407.59,DEFAULT_VEHTYPE,,352
1137.00,gneE5_0,45.25,13.50,731.00,0.00,gneE22_0,5.10,0.00,tripinfo_731,406.00,731,0,381.84,1.00,377.05,DEFAULT_VEHTYPE,,320
1137.00,gneE13_0,45.25,13.23,980.00,96.00,0/1to0/0_0,5.10,0.00,tripinfo_884,157.00,884,0,135.65,1.00,146.36,DEFAULT_VEHTYPE,,118
1139.00,gneE12_0,45.25,12.92,551.00,0.00,0/2to0/1_0,5.10,0.00,tripinfo_551,588.00,551,0,440.97,1.00,555.52,DEFAULT_VEHTYPE,,483
1140.00,gneE5_0,45.25,12.82,895.00,0.00,0/0to0/1_0,5.10,0.00,tripinfo_895,245.00,895,0,235.81,1.00,226.69,DEFAULT_VEHTYPE,,185
1142.00,gneE7_0,45.25,12.77,459.00,26.00,-gneE12_0,5.10,0.00,tripinfo_433,683.00,433,0,490.40,1.00,647.01,DEFAULT_VEHTYPE,,550
1144.00,gneE7_0,45.25,13.70,585.00,0.00,1/0to2/0_0,5.10,0.00,tripinfo_585,559.00,585,0,528.84,1.00,520.06,DEFAULT_VEHTYPE,,420
1145.00,-gneE23_0,45.25,12.95,496.00,0.00,-gneE9_0,5.10,0.00,tripinfo_496,649.00,496,0,391.22,1.00,368.25,DEFAULT_VEHTYPE,,356
1146.00,-gneE19_0,45.25,13.34,479.00,0.00,-gneE8_0,5.10,0.00,tripinfo_479,667.00,479,0,185.90,1.00,652.68,DEFAULT_VEHTYPE,,631
1146.00,gneE9_0,45.25,13.28,700.00,0.00,2/2to2/1_0,5.10,0.00,tripinfo_700,446.00,700,0,228.56,1.00,361.05,DEFAULT_VEHTYPE,,351
1158.00,2/0to2/1_0,90.50,4.85,718.00,1.00,gneE22_0,5.10,0.00,tripinfo_717,440.00,717,0,236.47,1.00,422.58,DEFAULT_VEHTYPE,,378
1158.00,gneE7_0,45.25,13.76,466.00,2.00,0/2to1/2_0,5.10,0.00,tripinfo_464,692.00,464,0,228.56,1.00,674.36,DEFAULT_VEHTYPE,,636
1158.00,gneE9_0,45.25,13.64,484.00,2.00,gneE20_0,5.10,0.00,tripinfo_482,674.00,482,0,185.90,1.00,659.42,DEFAULT_VEHTYPE,,636
1160.00,gneE8_0,45.25,13.82,498.00,0.00,gneE20_0,5.10,0.00,tripinfo_498,662.00,498,0,190.40,1.00,647.47,DEFAULT_VEHTYPE,,622
1161.00,-gneE23_0,45.25,13.62,507.00,0.00,-gneE5_0,5.10,0.00,tripinfo_507,654.00,507,0,185.90,1.00,639.40,DEFAULT_VEHTYPE,,587
1161.00,-gneE22_0,45.25,12.96,889.00,18.00,1/0to2/0_0,5.10,0.00,tripinfo_871,272.00,871,0,229.12,1.00,254.70,DEFAULT_VEHTYPE,,196
1176.00,-gneE20_0,45.25,13.49,842.00,0.00,1/0to0/0_0,5.10,0.00,tripinfo_842,334.00,842,0,431.15,1.00,302.69,DEFAULT_VEHTYPE,,252
1218.00,0/1to1/1_0,90.50,5.04,1002.00,461.00,-gneE14_0,5.10,0.00,tripinfo_541,216.00,541,0,235.65,1.00,198.89,DEFAULT_VEHTYPE,,162
1221.00,gneE12_0,45.25,13.48,1026.00,94.00,1/0to1/1_0,5.10,0.00,tripinfo_932,195.00,932,0,328.84,1.00,170.49,DEFAULT_VEHTYPE,,142
1223.00,-gneE20_0,45.25,13.46,853.00,0.00,1/0to2/0_0,5.10,0.00,tripinfo_853,370.00,853,0,236.47,1.00,352.15,DEFAULT_VEHTYPE,,311
1224.00,gneE14_0,45.25,12.65,317.00,0.00,gneE20_0,5.10,0.00,tripinfo_317,907.00,317,0,390.68,1.00,877.19,DEFAULT_VEHTYPE,,796
1225.00,gneE13_0,45.25,12.88,442.00,0.00,gneE19_0,5.10,0.00,tripinfo_442,783.00,442,0,386.72,1.00,754.10,DEFAULT_VEHTYPE,,675
1229.00,gneE14_0,45.25,13.41,740.00,216.00,gneE23_0,5.10,0.00,tripinfo_524,489.00,524,0,190.40,1.00,474.75,DEFAULT_VEHTYPE,,439
1229.00,gneE11_0,45.25,13.05,1091.00,463.00,-gneE14_0,5.10,0.00,tripinfo_628,138.00,628,0,285.90,1.00,117.21,DEFAULT_VEHTYPE,,102
1231.00,gneE12_0,45.25,12.72,923.00,273.00,-gneE12_0,5.10,0.00,tripinfo_650,308.00,650,0,287.81,1.00,286.83,DEFAULT_VEHTYPE,,255
1235.00,-gneE23_0,45.25,12.76,824.00,242.00,-gneE5_0,5.10,0.00,tripinfo_582,411.00,582,0,185.90,1.00,396.88,DEFAULT_VEHTYPE,,349
1241.00,-gneE23_0,45.25,13.20,944.00,0.00,0/1to0/2_0,5.10,0.00,tripinfo_944,297.00,944,0,230.97,1.00,279.62,DEFAULT_VEHTYPE,,232
1243.00,gneE12_0,45.25,13.64,737.00,216.00,gneE23_0,5.10,0.00,tripinfo_521,506.00,521,0,391.22,1.00,476.93,DEFAULT_VEHTYPE,,438
1255.00,gneE5_0,45.25,12.85,552.00,2.00,2/0to2/1_0,5.10,0.00,tripinfo_550,703.00,550,0,427.09,1.00,664.91,DEFAULT_VEHTYPE,,624
1259.00,gneE5_0,45.25,13.87,570.00,0.00,2/1to2/0_0,5.10,0.00,tripinfo_570,689.00,570,0,526.81,1.00,649.74,DEFAULT_VEHTYPE,,574
1312.00,gneE7_0,45.25,13.07,679.00,0.00,1/0to2/0_0,5.10,0.00,tripinfo_679,633.00,679,0,528.84,1.00,593.46,DEFAULT_VEHTYPE,,490
1313.00,gneE7_0,45.25,12.62,725.00,0.00,2/1to2/0_0,5.10,0.00,tripinfo_725,588.00,725,0,531.15,1.00,549.22,DEFAULT_VEHTYPE,,477
1316.00,gneE7_0,45.25,13.50,745.00,0.00,0/0to1/0_0,5.10,0.00,tripinfo_745,571.00,745,0,428.56,1.00,538.91,DEFAULT_VEHTYPE,,437
1318.00,gneE5_0,45.25,13.51,849.00,0.00,0/1to0/0_0,5.10,0.00,tripinfo_849,469.00,849,0,329.00,1.00,444.37,DEFAULT_VEHTYPE,,377
1325.00,gneE5_0,45.25,13.29,911.00,384.00,-gneE14_0,5.10,0.00,tripinfo_527,414.00,527,0,290.56,1.00,392.46,DEFAULT_VEHTYPE,,331
1327.00,gneE5_0,45.25,12.87,478.00,2.00,-gneE5_0,5.10,0.00,tripinfo_476,849.00,476,0,278.97,1.00,827.59,DEFAULT_VEHTYPE,,755
1330.00,-gneE23_0,45.25,12.72,560.00,80.00,-gneE12_0,5.10,0.00,tripinfo_480,770.00,480,0,386.18,1.00,740.49,DEFAULT_VEHTYPE,,677
1332.00,gneE5_0,45.25,13.02,490.00,0.00,gneE20_0,5.10,0.00,tripinfo_490,842.00,490,0,386.06,1.00,813.39,DEFAULT_VEHTYPE,,749
1334.00,gneE7_0,45.25,13.73,1091.00,481.00,gneE23_0,5.10,0.00,tripinfo_610,243.00,610,0,190.68,1.00,228.66,DEFAULT_VEHTYPE,,194
1341.00,0/1to1/1_0,90.50,12.87,1088.00,474.00,-gneE14_0,5.10,0.00,tripinfo_614,253.00,614,0,235.65,1.00,235.72,DEFAULT_VEHTYPE,,219
1341.00,gneE7_0,45.25,12.62,930.00,2.00,1/1to1/0_0,5.10,0.00,tripinfo_928,411.00,928,0,431.15,1.00,378.90,DEFAULT_VEHTYPE,,330
1342.00,0/2to0/1_0,90.50,5.55,358.00,0.00,-gneE12_0,5.10,0.00,tripinfo_358,984.00,358,0,530.97,1.00,944.75,DEFAULT_VEHTYPE,,807
1343.00,gneE5_0,45.25,12.79,566.00,20.00,-gneE12_0,5.10,0.00,tripinfo_546,777.00,546,0,486.06,1.00,741.11,DEFAULT_VEHTYPE,,668
1345.00,gneE7_0,45.25,12.75,908.00,332.00,-gneE12_0,5.10,0.00,tripinfo_576,437.00,576,0,490.40,1.00,401.11,DEFAULT_VEHTYPE,,338
1347.00,gneE5_0,45.25,13.88,911.00,315.00,-gneE12_0,5.10,0.00,tripinfo_596,436.00,596,0,486.06,1.00,399.67,DEFAULT_VEHTYPE,,334
1360.00,gneE13_0,45.25,13.50,1178.00,497.00,-gneE14_0,5.10,0.00,tripinfo_681,182.00,681,0,95.72,1.00,174.72,DEFAULT_VEHTYPE,,166
1364.00,-gneE22_0,45.25,12.86,504.00,0.00,-gneE9_0,5.10,0.00,tripinfo_504,860.00,504,0,390.68,1.00,746.96,DEFAULT_VEHTYPE,,721
1398.00,2/2to2/1_0,90.50,6.66,419.00,0.00,-gneE12_0,5.10,0.00,tripinfo_419,979.00,419,0,328.84,1.00,954.46,DEFAULT_VEHTYPE,,910
1401.00,-gneE20_0,45.25,13.30,786.00,0.00,1/2to2/2_0,5.10,0.00,tripinfo_786,615.00,786,0,231.43,1.00,597.50,DEFAULT_VEHTYPE,,564
1402.00,gneE13_0,45.25,12.88,328.00,0.00,1/1to2/1_0,5.10,0.00,tripinfo_328,1074.00,328,0,424.34,1.00,1041.43,DEFAULT_VEHTYPE,,944
1402.00,gneE8_0,45.25,13.19,510.00,0.00,-gneE5_0,5.10,0.00,tripinfo_510,892.00,510,0,290.56,1.00,869.67,DEFAULT_VEHTYPE,,826
1403.00,gneE14_0,45.25,12.81,799.00,16.00,0/2to0/1_0,5.10,0.00,tripinfo_783,604.00,783,0,240.15,1.00,586.26,DEFAULT_VEHTYPE,,515
1404.00,gneE5_0,45.25,13.39,1094.00,458.00,-gneE14_0,5.10,0.00,tripinfo_636,310.00,636,0,290.56,1.00,287.56,DEFAULT_VEHTYPE,,262
1405.00,0/1to0/0_0,90.50,10.24,749.00,181.00,gneE23_0,5.10,0.00,tripinfo_568,656.00,568,0,135.65,1.00,645.81,DEFAULT_VEHTYPE,,592
1405.00,gneE13_0,45.25,13.69,560.00,0.00,-gneE8_0,5.10,0.00,tripinfo_560,845.00,560,0,486.72,1.00,556.81,DEFAULT_VEHTYPE,,511
1405.00,gneE8_0,45.25,12.87,821.00,242.00,-gneE5_0,5.10,0.00,tripinfo_579,584.00,579,0,290.56,1.00,561.41,DEFAULT_VEHTYPE,,534
1406.00,gneE8_0,45.25,13.20,288.00,26.00,-gneE13_0,5.10,0.00,tripinfo_262,1118.00,262,0,480.00,1.00,1081.95,DEFAULT_VEHTYPE,,1003
1407.00,gneE13_0,45.25,13.19,746.00,179.00,gneE23_0,5.10,0.00,tripinfo_567,661.00,567,0,185.90,1.00,647.00,DEFAULT_VEHTYPE,,599
1407.00,-gneE23_0,45.25,12.91,835.00,2.00,gneE22_0,5.10,0.00,tripinfo_833,572.00,833,0,281.96,1.00,549.91,DEFAULT_VEHTYPE,,498
1408.00,-gneE23_0,45.25,13.14,1023.00,145.00,gneE22_0,5.10,0.00,tripinfo_878,385.00,878,0,281.96,1.00,363.60,DEFAULT_VEHTYPE,,321
1409.00,gneE8_0,45.25,13.03,732.00,220.00,-gneE14_0,5.10,0.00,tripinfo_512,677.00,512,0,486.06,1.00,641.20,DEFAULT_VEHTYPE,,566
1409.00,gneE11_0,45.25,13.55,1181.00,497.00,-gneE14_0,5.10,0.00,tripinfo_684,228.00,684,0,285.90,1.00,207.20,DEFAULT_VEHTYPE,,192
1410.00,-gneE23_0,45.25,12.62,743.00,187.00,gneE23_0,5.10,0.00,tripinfo_556,667.00,556,0,279.37,1.00,645.87,DEFAULT_VEHTYPE,,586
1411.00,gneE8_0,45.25,12.80,908.00,389.00,-gneE14_0,5.10,0.00,tripinfo_519,503.00,519,0,486.06,1.00,467.21,DEFAULT_VEHTYPE,,395
1411.00,gneE14_0,45.25,13.45,438.00,1.00,2/2to2/1_0,5.10,0.00,tripinfo_437,973.00,437,0,431.43,1.00,941.26,DEFAULT_VEHTYPE,,858
1414.00,gneE9_0,45.25,12.88,583.00,0.00,1/1to0/1_0,5.10,0.00,tripinfo_583,831.00,583,0,431.15,1.00,799.24,DEFAULT_VEHTYPE,,733
1415.00,gneE14_0,45.25,13.74,455.00,0.00,0/2to1/2_0,5.10,0.00,tripinfo_455,960.00,455,0,433.88,1.00,927.54,DEFAULT_VEHTYPE,,829
1416.00,gneE12_0,45.25,12.95,1364.00,525.00,-gneE14_0,5.10,0.00,tripinfo_839,52.00,839,0,290.40,1.00,30.75,DEFAULT_VEHTYPE,,17
1421.00,-gneE22_0,45.25,12.65,639.00,92.00,-gneE5_0,5.10,0.00,tripinfo_547,782.00,547,0,386.72,1.00,753.03,DEFAULT_VEHTYPE,,668
1423.00,0/2to0/1_0,90.50,12.91,808.00,39.00,2/0to1/0_0,5.10,0.00,tripinfo_769,615.00,769,0,476.22,1.00,579.96,DEFAULT_VEHTYPE,,484
1423.00,-gneE23_0,45.25,13.89,383.00,51.00,-gneE9_0,5.10,0.00,tripinfo_332,1040.00,332,0,391.22,1.00,1010.97,DEFAULT_VEHTYPE,,919
1424.00,-gneE22_0,45.25,13.07,885.00,0.00,0/2to0/1_0,5.10,0.00,tripinfo_885,539.00,885,0,336.47,1.00,514.39,DEFAULT_VEHTYPE,,447
1425.00,-gneE23_0,45.25,12.74,460.00,91.00,-gneE9_0,5.10,0.00,tripinfo_369,965.00,369,0,391.22,1.00,935.98,DEFAULT_VEHTYPE,,841
1425.00,gneE14_0,45.25,13.15,301.00,6.00,-gneE9_0,5.10,0.00,tripinfo_295,1124.00,295,0,495.72,1.00,1086.70,DEFAULT_VEHTYPE,,983
1426.00,gneE13_0,45.25,13.33,621.00,0.00,1/2to2/2_0,5.10,0.00,tripinfo_621,805.00,621,0,531.79,1.00,591.11,DEFAULT_VEHTYPE,,548
1427.00,0/2to0/1_0,90.50,12.76,462.00,3.00,2/1to1/1_0,5.10,0.00,tripinfo_459,965.00,459,0,376.22,1.00,936.44,DEFAULT_VEHTYPE,,852
1428.00,-gneE22_0,45.25,13.35,1088.00,479.00,gneE23_0,5.10,0.00,tripinfo_609,340.00,609,0,286.72,1.00,318.98,DEFAULT_VEHTYPE,,280
1434.00,gneE13_0,45.25,13.28,1029.00,121.00,gneE22_0,5.10,0.00,tripinfo_908,405.00,908,0,190.68,1.00,389.90,DEFAULT_VEHTYPE,,346
1436.00,gneE14_0,45.25,12.91,1091.00,143.00,gneE22_0,5.10,0.00,tripinfo_948,345.00,948,0,186.34,1.00,329.93,DEFAULT_VEHTYPE,,283
1437.00,gneE13_0,45.25,13.67,1094.00,139.00,gneE22_0,5.10,0.00,tripinfo_955,343.00,955,0,190.68,1.00,328.63,DEFAULT_VEHTYPE,,279
1447.00,-gneE19_0,45.25,13.79,460.00,52.00,-gneE11_0,5.10,0.00,tripinfo_408,987.00,408,0,384.34,1.00,957.65,DEFAULT_VEHTYPE,,892
1450.00,gneE13_0,45.25,13.48,1376.00,501.00,-gneE14_0,5.10,0.00,tripinfo_875,74.00,875,0,95.72,1.00,66.77,DEFAULT_VEHTYPE,,57
1453.00,1/1to0/1_0,90.50,10.40,758.00,0.00,1/0to1/1_0,5.10,0.00,tripinfo_758,695.00,758,0,181.18,1.00,680.69,DEFAULT_VEHTYPE,,627
1454.00,-gneE19_0,45.25,12.75,556.00,82.00,-gneE12_0,5.10,0.00,tripinfo_474,898.00,474,0,390.40,1.00,868.94,DEFAULT_VEHTYPE,,812
1454.00,gneE13_0,45.25,12.90,1382.00,475.00,-gneE14_0,5.10,0.00,tripinfo_907,72.00,907,0,95.72,1.00,64.42,DEFAULT_VEHTYPE,,55
1455.00,1/1to0/1_0,90.50,11.65,630.00,68.00,2/0to1/0_0,5.10,0.00,tripinfo_562,825.00,562,0,276.68,1.00,803.58,DEFAULT_VEHTYPE,,727
1456.00,-gneE19_0,45.25,13.45,908.00,54.00,gneE22_0,5.10,0.00,tripinfo_854,548.00,854,0,294.90,1.00,526.39,DEFAULT_VEHTYPE,,472
1458.00,1/0to1/1_0,90.50,7.17,1184.00,463.00,-gneE14_0,5.10,0.00,tripinfo_721,274.00,721,0,231.43,1.00,256.54,DEFAULT_VEHTYPE,,229
1460.00,-gneE19_0,45.25,13.27,914.00,311.00,-gneE12_0,5.10,0.00,tripinfo_603,546.00,603,0,390.40,1.00,517.03,DEFAULT_VEHTYPE,,454
1462.00,-gneE19_0,45.25,12.95,917.00,288.00,-gneE12_0,5.10,0.00,tripinfo_629,545.00,629,0,390.40,1.00,515.73,DEFAULT_VEHTYPE,,448
1464.00,1/1to1/0_0,90.50,12.61,1103.00,263.00,-gneE12_0,5.10,0.00,tripinfo_840,361.00,840,0,328.56,1.00,336.52,DEFAULT_VEHTYPE,,300
1467.00,1/2to1/1_0,90.50,13.67,890.00,2.00,2/1to2/0_0,5.10,0.00,tripinfo_888,577.00,888,0,469.31,1.00,542.49,DEFAULT_VEHTYPE,,466
1469.00,-gneE19_0,45.25,12.72,1097.00,301.00,-gneE12_0,5.10,0.00,tripinfo_796,372.00,796,0,390.40,1.00,343.34,DEFAULT_VEHTYPE,,311
1471.00,1/2to1/1_0,90.50,13.76,920.00,285.00,-gneE12_0,5.10,0.00,tripinfo_635,551.00,635,0,428.56,1.00,518.86,DEFAULT_VEHTYPE,,458
1472.00,-gneE19_0,45.25,13.36,1177.00,274.00,-gneE12_0,5.10,0.00,tripinfo_903,295.00,903,0,390.40,1.00,266.36,DEFAULT_VEHTYPE,,233
1475.00,-gneE19_0,45.25,13.40,770.00,0.00,2/2to2/1_0,5.10,0.00,tripinfo_770,705.00,770,0,331.15,1.00,595.56,DEFAULT_VEHTYPE,,586
